price,ev,equity,pv_cfs,pv_tv,tv_pct,fcf,growth_1,growth_2,terminal,wacc
772.4268,1701.8734,1696.2844,568.7557,1133.1177,66.6,24.879880264449252,29.829768758502333,15.187917671431633,1.9745154275803756,9.02984218977657
1015.5087,2235.6924,2230.1034,779.6718,1456.0206,65.1,32.43811310715904,32.50703258243379,20.085099276633926,2.984848385463093,11.130966734403536
1207.1391,2656.5215,2650.9325,859.7208,1796.8007,67.6,35.24584487290463,33.04097375824735,18.859588157002268,3.6362791577013103,10.826897645751563
1372.7603,3020.2331,3014.6441,937.5852,2082.6479,69.0,32.63804045193973,36.86588762135354,21.11923739522535,3.56843317706435,10.83276505159599
1260.9133,2774.612,2769.023,810.3112,1964.3008,70.8,28.703762713155943,35.74448580252205,23.554903997404235,4.236956247180824,11.217924042919325
1774.0629,3901.5119,3895.9229,809.5484,3091.9635,79.3,28.045232843295373,32.96400147236012,20.12337694034223,3.9017352276821926,8.31073810965258
1115.757,2455.8423,2450.2533,675.8598,1779.9825,72.5,26.9716461322762,31.853371629123302,19.280566442216397,3.864561789250044,9.806989736554
525.5326,1159.6826,1154.0936,473.0486,686.634,59.2,25.73627500435901,27.80762336813928,18.689854394324755,3.311803608903678,12.711806856148785
1384.9485,3046.999,3041.41,692.1833,2354.8157,77.3,24.378308535352907,33.71266777962222,20.705307373212705,4.248626710219426,9.166034606099178
1431.24,3148.6573,3143.0683,830.0865,2318.5708,73.6,26.62794473655446,35.70567524497525,21.63238343686502,2.8677058146838097,8.988661878342338
773.3965,1704.003,1698.414,641.9245,1062.0785,62.3,29.674271687596395,29.93580348513999,18.522140807840966,2.315165533057037,11.020363094644935
848.7856,1869.5608,1863.9718,470.209,1399.3518,74.8,19.718750836257918,29.690933145118294,18.83603392400397,4.034258728665037,9.281664693882389
1351.897,2974.4165,2968.8275,855.308,2119.1085,71.2,23.429760270505838,40.0284402924995,20.367306022978006,1.503570591617685,8.349677777594835
1018.1396,2241.4701,2235.8811,572.3056,1669.1645,74.5,23.633505404828675,28.695957723629512,19.05651799564951,3.0676259729705255,8.512134079217429
797.4115,1756.741,1751.152,571.1188,1185.6222,67.5,20.64989858880055,35.49507692368445,22.466530850519074,3.2211777857024795,11.108952866850808
533.961,1178.1918,1172.6028,415.3834,762.8084,64.7,21.455825459907405,26.265118973278756,14.766714618472648,2.41520865741084,9.705117078318379
1215.8972,2675.7546,2670.1656,678.2187,1997.5359,74.7,24.633413769749914,34.28678088596011,17.792607069184033,3.865125140911063,9.149869940243399
1491.7261,3281.4874,3275.8984,879.3647,2402.1227,73.2,29.84166831166326,35.3370402181409,22.044327421289207,3.6406398369409105,9.8352312622912
2217.9663,4876.3442,4870.7552,1014.8896,3861.4546,79.2,28.022279767704056,38.823370990539956,23.296901649739567,3.90183287652254,8.708272925412125
